station_id,station_name
2870,Port Chongshire
2871,Lake Cedricberg
2872,North Annikahaven
2873,New Erichmouth
2874,Lake Thanhview
2875,Tylerstad
2876,West Collenestad
2877,Port Kendrickville
2878,Robbyville
2879,South Carlo
2880,Lake Everettebury
2881,West Claratown
2882,East Michelina
2883,Port Celia
2884,Hoppeview
2885,Lake Johnnie
2886,Daniashire
2887,Suzanneton
2888,Flatleyland
2889,Allenbury
2890,Leostad
2891,Port Reggie
2892,Mrazfurt
2893,South Granville
2894,Port Loryborough
2895,New Shari
2896,Marleenland
2897,New Herman
2898,Port Adamton
2899,Durganside
2900,Debbieside
2901,Juliushaven
2902,North Enochchester
2903,East Alana
2904,South Hoseaberg
2905,Port Porfirio
2906,New Jonihaven
2907,Runtestad
2908,Bartolettiland
2909,Graigtown
2910,Lake Kerenton
2911,Port Patside
2912,South Cletushaven
2913,Millsfurt
2914,Mauroport
2915,Monteville
2916,Venashire
2917,Tempiebury
2918,Mohrborough
2919,Irashire
2920,Denitafort
2921,East Myronburgh
2922,Lake Jules
2923,D'Amoreville
2924,West Candiland
2925,New Kourtney
2926,North Willard
2927,Marentown
2928,Emardtown
2929,North Marylou
2930,North Rickyfurt
2931,Harriettfort
2932,Beierview
2933,Aureliofurt
2934,Schaeferchester
2935,East Joestad
2936,Kyleville
2937,North Gilbert
2938,East Lang
2939,Earlton
2940,Satterfieldland
2941,Port Chrisburgh
2942,Wisozkside
2943,Maxwellfort
2944,Beierfurt
2945,Lake Marcel
2946,Weissnatfort
2947,South Marylou
2948,South Korey
2949,West Gerald
2950,Port Sharondabury
2951,Esterville
2952,Lake Leighborough
2953,Huelsview
2954,Dachborough
2955,Irvingland
2956,Veroniquemouth
2957,Renaport
2958,West Palmirashire
2959,East Linette
2960,Armandoside
2961,Walkermouth
2962,Franeckihaven
2963,Blakeshire
2964,East Lacresha
2965,East Fidelabury
2966,Cristobalmouth
2967,South Norberto
2968,Shayneberg
2969,Robertmouth
2970,Breitenbergchester
2971,Reichertton
2972,New Hipolitoshire
2973,Alvamouth
2974,Brandonfurt
2975,Port Lino
2976,South Markitamouth
2977,Emmerichfurt
2978,East Napoleon
2979,Donnettaton
2980,Maureenside
2981,Lenardborough
2982,North Montehaven
2983,East Larueview
2984,Sauerton
2985,West Timothyton
2986,South Azucena
2987,New Fredia
2988,Nichollefurt
2989,Ritchieburgh
2990,Lake Jameyfort
2991,Raynorton
2992,East Hyman
2993,Lake Koryview
2994,Lefflerville
2995,Jakubowskiberg
2996,Tyraberg
2997,Keithview
2998,Kariechester
2999,South Santo
3000,New Winstonmouth
3001,West Jolene
3002,North Sammy
3003,South Judeberg
3004,Diegoport
3005,Feilfort
3006,Stiedemannmouth
3007,Port Rhettstad
3008,West Eliseochester
3009,Rosenbaumburgh
3010,East Carisa
3011,Marshalltown
3012,Lake Edgardofort
3013,Annitaton
3014,Langoshburgh
3015,New Alonzo
3016,East Reggiefurt
3017,Dollieton
3018,Nienowberg
3019,Ashelyside
3020,Lake Brandenfort
3021,Galenfort
3022,Cormierborough
3023,Aprylshire
3024,Marlahaven
3025,New Tarenhaven
3026,West Brendan
3027,Macejkovicburgh
3028,North Chiekoshire
3029,Dietrichton
3030,Denesikhaven
3031,East Shauntamouth
3032,West Monteview
3033,Karlview
3034,West Keena
3035,Kuhlmanberg
