trip_id,trip_no,station_id_depart,station_id_arrive,depart_datetime,arrive_datetime,cost_paid,class_id,train_id
663,6925787403,660,2179,2022-04-10 03:47,2022-04-10 12:47,87.00,1,21
664,8892448526,661,2180,2021-05-22 18:31,2021-05-22 20:31,23.00,2,4
665,5234958204,662,2181,2021-08-16 12:53,2021-08-16 20:53,88.00,3,4
666,2462578366,663,2182,2020-07-24 01:40,2020-07-24 15:40,1.00,1,16
667,3784389398,664,2183,2022-04-21 15:54,2022-04-21 23:54,24.00,1,8
668,1701803679,665,2184,2020-11-26 04:32,2020-11-26 12:32,87.00,1,8
669,9850792626,666,2185,2020-07-08 03:15,2020-07-09 00:15,41.00,3,11
670,8286513641,667,2186,2021-11-13 01:20,2021-11-13 12:20,42.00,3,9
671,3301131146,668,2187,2020-03-26 12:25,2020-03-26 15:25,12.00,1,18
672,3124547989,669,2188,2022-05-16 19:53,2022-05-17 18:53,39.00,1,18
673,8650332799,670,2189,2021-09-09 19:11,2021-09-10 06:11,81.00,1,7
674,8128221785,671,2190,2020-08-04 02:09,2020-08-04 10:09,70.00,2,21
675,9068071619,672,2191,2020-08-21 06:09,2020-08-22 01:09,65.00,1,3
676,4945713288,673,2192,2020-11-07 14:17,2020-11-08 06:17,88.00,3,3
677,7235880381,674,2193,2020-04-22 14:38,2020-04-23 02:38,48.00,1,9
678,3437267034,675,2194,2021-12-22 02:05,2021-12-22 14:05,85.00,1,9
679,3532078872,676,2195,2021-08-11 04:32,2021-08-11 16:32,12.00,1,12
680,6027508942,677,2196,2020-03-25 02:18,2020-03-25 12:18,80.00,2,12
681,2237174083,678,2197,2020-07-27 03:49,2020-07-27 16:49,39.00,2,10
682,7742034748,679,2198,2020-04-10 08:13,2020-04-11 05:13,37.00,3,10
683,7536547356,680,2199,2020-07-11 04:43,2020-07-12 02:43,40.00,2,19
684,1691307096,681,2200,2022-03-22 07:54,2022-03-23 01:54,0.00,1,19
685,7069731813,682,2201,2021-12-21 14:04,2021-12-22 11:04,0.00,1,5
686,4202589429,683,2202,2020-01-15 22:41,2020-01-16 00:41,44.00,3,19
687,5337786781,684,2203,2020-06-20 06:33,2020-06-21 01:33,20.00,1,19
688,2774943661,685,2204,2020-12-25 11:31,2020-12-25 21:31,65.00,1,8
689,8492045797,686,2205,2020-05-09 09:43,2020-05-09 10:43,21.00,2,8
690,6712019164,111,2206,2022-02-19 17:18,2022-02-20 15:18,11.00,2,17
691,4453664068,687,2207,2020-01-08 02:25,2020-01-08 19:25,74.00,1,7
692,8664900767,688,2208,2020-07-26 20:46,2020-07-27 09:46,98.00,1,22
693,3039996114,689,631,2020-01-24 07:27,2020-01-25 06:27,97.00,1,22
694,5522858024,690,2209,2020-10-27 19:43,2020-10-28 18:43,42.00,2,3
695,9400508508,691,2210,2020-03-14 01:29,2020-03-14 23:29,10.00,1,1
696,8668759421,692,2211,2021-09-29 21:17,2021-09-30 19:17,66.00,2,19
697,9320039164,693,2212,2020-10-17 13:57,2020-10-17 19:57,59.00,1,19
698,1370635661,694,2213,2022-01-17 18:16,2022-01-17 19:16,93.00,1,10
699,5563140733,695,2214,2020-11-18 04:40,2020-11-18 20:40,20.00,3,8
700,7429540893,696,2215,2020-05-07 12:28,2020-05-07 16:28,66.00,2,8
701,7861418698,697,2216,2021-10-13 20:01,2021-10-14 16:01,48.00,1,10
702,7215754962,698,2217,2021-04-29 03:41,2021-04-29 23:41,12.00,1,10
703,1710891951,699,2218,2020-04-23 10:24,2020-04-24 03:24,32.00,2,17
704,1628105818,700,2219,2020-05-08 16:57,2020-05-09 10:57,84.00,3,16
705,6351048830,701,2220,2020-06-18 09:40,2020-06-19 06:40,23.00,3,8
706,1960545424,702,2221,2020-08-06 12:20,2020-08-06 22:20,13.00,2,8
707,2268795254,703,2222,2021-11-07 01:04,2021-11-07 05:04,19.00,1,15
708,1229473442,704,2223,2020-02-17 07:27,2020-02-17 10:27,3.00,3,15
709,5792664590,705,2224,2020-08-09 21:54,2020-08-10 10:54,66.00,2,17
710,2451860665,706,2225,2022-03-31 21:59,2022-04-01 17:59,51.00,1,17
711,4437335228,707,2226,2020-07-07 07:34,2020-07-07 10:34,91.00,1,8
712,9969927338,708,2227,2020-07-27 14:43,2020-07-28 14:43,34.00,3,20
713,5236501428,709,2228,2020-12-28 04:55,2020-12-28 14:55,15.00,1,20
714,6284111158,710,2229,2020-01-06 12:40,2020-01-07 05:40,60.00,3,17
715,3724002018,711,2230,2021-10-29 21:56,2021-10-30 11:56,21.00,2,5
716,6075493131,712,2231,2021-05-06 00:56,2021-05-06 09:56,88.00,3,5
717,2490232169,713,2232,2021-12-12 07:35,2021-12-12 22:35,76.00,3,13
718,9329908452,714,2233,2020-05-31 18:51,2020-06-01 01:51,26.00,2,13
719,8252647969,715,2234,2021-03-28 14:55,2021-03-29 03:55,31.00,2,11
720,3982354182,716,2235,2022-02-07 13:22,2022-02-07 14:22,88.00,3,11
721,8104916533,717,2236,2020-01-24 16:05,2020-01-24 18:05,28.00,2,4
722,8252696064,718,2237,2021-04-19 11:20,2021-04-19 17:20,79.00,3,4
723,8258422417,719,2238,2021-04-21 23:52,2021-04-22 00:52,91.00,2,18
724,6766491448,720,2239,2021-05-03 05:13,2021-05-04 05:13,91.00,1,18
725,1723608121,721,2240,2021-12-14 00:34,2021-12-14 11:34,33.00,3,17
726,5227718454,722,2241,2020-01-22 14:06,2020-01-23 08:06,31.00,2,11
727,1519827287,723,2242,2020-11-10 19:07,2020-11-11 16:07,25.00,1,1
728,8891460519,724,2243,2020-01-27 15:25,2020-01-28 05:25,59.00,1,1
729,9528498052,725,209,2022-01-19 10:29,2022-01-19 19:29,84.00,3,14
730,2375641932,726,2244,2020-11-30 21:46,2020-12-01 18:46,44.00,3,14
731,3797818491,727,2245,2021-07-15 23:54,2021-07-16 14:54,59.00,1,17
732,5967433901,728,546,2020-09-08 14:20,2020-09-09 10:20,91.00,2,17
733,8959520838,729,2246,2021-06-11 01:14,2021-06-11 09:14,13.00,1,12
734,5576863078,730,2247,2020-03-13 15:50,2020-03-13 16:50,26.00,1,12
735,1137069062,731,2248,2021-10-28 17:59,2021-10-28 18:59,51.00,1,12
736,8569054176,732,2249,2020-12-28 14:01,2020-12-29 14:01,40.00,2,16
737,7979570732,733,2250,2020-03-22 00:31,2020-03-22 08:31,0.00,2,13
738,1054657429,734,2251,2021-02-28 07:19,2021-02-28 12:19,27.00,1,14
739,9129714691,735,2252,2020-08-24 11:03,2020-08-25 09:03,36.00,2,14
740,7323519670,736,2253,2021-03-09 17:03,2021-03-10 07:03,23.00,3,1
741,8540782035,737,2254,2021-01-12 18:25,2021-01-13 02:25,84.00,3,16
742,6888602560,738,2255,2020-05-09 10:19,2020-05-09 21:19,80.00,2,16
743,9944068605,739,2256,2020-05-07 09:38,2020-05-07 19:38,34.00,1,17
744,2710118898,740,2257,2020-10-20 09:13,2020-10-21 00:13,30.00,1,17
745,8333484863,741,2258,2022-04-28 04:39,2022-04-28 06:39,93.00,1,16
746,9136942599,742,2259,2021-09-12 20:05,2021-09-13 05:05,38.00,3,16
747,7441061679,743,2260,2021-04-07 12:28,2021-04-07 18:28,13.00,3,12
748,2443299625,744,2261,2020-11-29 04:39,2020-11-29 12:39,11.00,1,12
749,4158936681,745,2262,2020-12-22 04:05,2020-12-22 20:05,34.00,1,17
750,3900162899,746,2263,2020-10-04 00:08,2020-10-03 04:08,70.00,2,17
751,5812092337,747,2264,2022-01-23 07:08,2022-01-23 04:08,73.00,3,14
752,5252406438,748,2265,2021-06-08 21:03,2021-06-07 23:03,59.00,3,19
753,1595704743,749,2266,2021-02-19 12:01,2021-02-18 21:01,64.00,3,2
754,9357201234,750,2267,2020-10-24 12:54,2020-10-24 05:54,6.00,1,2
755,3947552705,751,2268,2021-01-22 02:15,2021-01-21 15:15,38.00,3,5
756,9669623356,752,2269,2020-06-23 02:27,2020-06-22 03:27,95.00,1,5
757,5473502356,753,2270,2020-07-26 22:26,2020-07-26 05:26,24.00,1,17
758,7198044921,754,2271,2021-05-03 18:49,2021-05-03 15:49,63.00,1,3
759,5230407780,755,2272,2022-05-06 05:21,2022-05-05 22:21,84.00,1,1
760,8518179339,756,2273,2021-04-30 20:49,2021-04-29 21:49,46.00,2,1
761,8155711755,757,2274,2020-06-27 04:56,2020-06-26 21:56,13.00,1,1
762,2084881100,758,2275,2021-06-09 20:26,2021-06-09 03:26,3.00,1,1
763,9006843297,759,2276,2020-05-10 19:12,2020-05-10 18:12,2.00,2,17
764,5981263984,760,2277,2022-02-13 13:33,2022-02-13 02:33,51.00,2,17
765,5352533661,761,2278,2021-06-26 05:08,2021-06-25 22:08,25.00,3,22
766,9455952027,762,2279,2021-08-15 02:34,2021-08-14 11:34,33.00,3,22
767,4433238192,763,2280,2020-03-15 09:51,2020-03-15 02:51,83.00,3,19
768,1460573506,764,2281,2020-02-02 01:59,2020-02-01 19:59,42.00,3,19
769,9648223152,765,2282,2020-05-07 12:50,2020-05-06 22:50,58.00,3,2
770,7368519975,766,2283,2020-03-02 17:08,2020-03-02 12:08,99.00,3,2
771,8612275277,767,2284,2021-07-08 08:45,2021-07-08 02:45,71.00,2,11
772,2188711846,768,2285,2021-10-21 10:00,2021-10-21 04:00,42.00,2,3
773,2954806994,769,2286,2021-10-13 07:45,2021-10-12 18:45,80.00,3,7
774,8147474075,770,2287,2021-05-22 20:26,2021-05-21 23:26,46.00,1,5
775,2330239965,771,2288,2020-06-03 02:34,2020-06-02 03:34,94.00,3,1
776,7714385404,772,2289,2021-05-22 21:56,2021-05-22 11:56,66.00,3,1
777,1073002796,773,2290,2021-10-31 03:44,2021-10-30 12:44,41.00,2,11
778,9798583085,774,2291,2022-02-19 13:12,2022-02-18 23:12,50.00,1,11
779,5492422430,775,2292,2022-03-07 23:57,2022-03-07 15:57,7.00,3,2
780,5983676502,776,2293,2021-09-29 02:32,2021-09-28 21:32,22.00,3,2
781,1294051733,777,2294,2022-02-21 04:43,2022-02-20 06:43,39.00,2,2
782,6970682594,778,2295,2021-07-03 16:02,2021-07-03 04:02,80.00,3,15
783,6533379721,779,2296,2022-02-16 19:35,2022-02-16 02:35,50.00,3,15
784,4289788589,780,2297,2022-01-08 15:05,2022-01-07 15:05,15.00,2,6
785,1433842548,781,2298,2020-04-30 16:09,2020-04-29 16:09,66.00,3,18
786,2327631741,782,2299,2020-02-17 09:18,2020-02-16 22:18,76.00,2,14
787,5258083332,783,2300,2021-06-10 03:05,2021-06-10 01:05,77.00,3,14
788,6895323933,784,2301,2021-09-27 21:58,2021-09-27 17:58,73.00,3,9
789,4799955585,785,2302,2020-06-26 16:45,2020-06-26 07:45,47.00,2,6
790,7538136453,786,810,2021-12-13 18:37,2021-12-13 02:37,44.00,3,11
791,8907165793,787,2303,2021-02-06 12:06,2021-02-05 13:06,47.00,3,11
792,1835635701,788,2304,2021-01-03 09:36,2021-01-03 07:36,10.00,1,6
793,9083079194,789,2305,2021-06-04 09:08,2021-06-03 09:08,12.00,1,6
794,9574399709,790,2306,2020-01-20 14:58,2020-01-20 10:58,74.00,1,10
795,9155837309,791,2307,2021-03-12 13:41,2021-03-12 05:41,5.00,3,2
796,8378758799,792,2308,2020-07-28 17:07,2020-07-28 15:07,18.00,2,4
797,6076905650,793,2309,2021-05-09 17:24,2021-05-09 08:24,44.00,3,8
798,8558542347,794,2310,2021-07-15 07:22,2021-07-14 15:22,2.00,2,13
799,8322577383,795,2311,2021-12-11 17:12,2021-12-10 17:12,47.00,3,11
800,9915694529,796,2312,2020-06-21 16:01,2020-06-21 08:01,4.00,2,11
801,3126655380,797,2313,2020-01-16 13:37,2020-01-16 02:37,91.00,3,3
802,4090787666,798,2314,2020-09-07 21:58,2020-09-07 20:58,89.00,1,16
803,9648462824,799,2315,2021-08-10 15:25,2021-08-09 17:25,39.00,1,6
804,7930706347,800,2316,2022-03-17 18:24,2022-03-17 05:24,76.00,3,21
805,2176648979,801,2317,2021-04-24 18:52,2021-04-24 11:52,83.00,1,11
806,5122691003,802,2318,2021-11-15 09:12,2021-11-15 06:12,89.00,2,7
807,2098877975,803,2319,2020-05-16 03:19,2020-05-15 03:19,1.00,1,13
808,1906132802,804,2320,2022-03-30 06:02,2022-03-29 18:02,70.00,3,13
809,5092144965,805,2321,2022-03-25 14:04,2022-03-24 20:04,97.00,3,21
810,7990111567,806,2322,2022-03-21 10:58,2022-03-20 23:58,65.00,2,21
811,5626634201,807,2323,2020-06-06 12:31,2020-06-05 12:31,99.00,2,22
812,7225641934,808,2324,2022-04-13 17:39,2022-04-12 21:39,60.00,3,22
813,4349242259,809,2325,2021-01-08 08:58,2021-01-08 07:58,21.00,2,8
814,2858707191,810,2326,2022-02-02 21:12,2022-02-02 07:12,91.00,2,16
815,6750022623,811,2327,2022-04-06 19:53,2022-04-06 07:53,45.00,1,10
816,7154254336,812,2328,2020-05-10 06:48,2020-05-09 17:48,25.00,1,10
817,5479127852,813,2329,2020-03-22 20:29,2020-03-22 10:29,2.00,1,15
818,8487373275,814,2330,2021-07-15 10:07,2021-07-14 20:07,34.00,1,15
819,7513667880,815,2331,2020-02-11 00:41,2020-02-10 17:41,78.00,3,15
820,8537556961,816,2332,2020-10-30 23:22,2020-10-30 02:22,13.00,1,19
821,7871756293,817,2333,2020-07-11 13:53,2020-07-11 05:53,79.00,2,19
822,3055526267,818,2334,2021-01-31 15:05,2021-01-31 07:05,49.00,1,21
823,2513293146,819,2335,2020-09-09 20:25,2020-09-09 00:25,8.00,1,7
824,3119454795,820,2336,2021-07-17 22:32,2021-07-17 03:32,18.00,3,7
825,4051209865,821,2337,2021-03-20 20:23,2021-03-19 21:23,19.00,2,20
826,5487516744,822,2338,2021-07-08 19:20,2021-07-08 02:20,48.00,1,20
827,1023337895,823,2339,2022-04-17 03:46,2022-04-16 22:46,93.00,3,16
828,7255398473,824,2340,2022-04-07 02:33,2022-04-06 03:33,65.00,1,16
829,9771205687,825,2341,2020-09-29 09:47,2020-09-29 01:47,1.00,3,20
830,8978454166,826,2342,2021-08-21 23:14,2021-08-21 09:14,71.00,1,3
831,6617303009,827,2343,2020-02-01 20:14,2020-01-31 21:14,54.00,3,2
832,2739081672,828,2344,2021-07-25 16:34,2021-07-24 19:34,5.00,2,2
833,6446601976,829,2345,2022-04-14 21:40,2022-04-14 16:40,41.00,3,21
834,6806342905,830,2346,2022-01-18 12:01,2022-01-18 10:01,13.00,2,15
835,1328037856,831,2347,2022-03-31 05:33,2022-03-30 22:33,34.00,3,15
836,4412726957,832,2348,2020-02-22 09:41,2020-02-21 09:41,21.00,2,15
837,8007845199,833,2349,2021-06-11 15:59,2021-06-10 20:59,24.00,1,19
838,5364550624,834,2350,2020-03-21 16:12,2020-03-21 10:12,7.00,2,1
839,6793575892,835,2351,2021-11-14 04:19,2021-11-13 07:19,92.00,1,1
840,5388949921,836,2352,2022-01-30 03:26,2022-01-30 02:26,8.00,2,19
841,9560122784,837,2353,2020-08-20 07:20,2020-08-19 11:20,70.00,2,19
842,5636173918,838,2354,2021-02-26 00:28,2021-02-25 09:28,41.00,3,3
843,5517421914,839,2355,2022-03-19 10:36,2022-03-19 00:36,1.00,2,3
844,4524011824,840,2356,2021-03-13 12:40,2021-03-12 13:40,82.00,3,10
845,1431309938,841,2357,2020-12-05 21:26,2020-12-05 19:26,37.00,3,10
846,2948208066,842,2358,2021-09-26 20:41,2021-09-25 23:41,71.00,1,6
847,4384657742,843,2359,2020-03-25 05:42,2020-03-24 12:42,69.00,3,1
848,4197675462,844,2360,2020-09-07 21:18,2020-09-07 04:18,65.00,3,13
849,1277228491,845,2361,2022-03-08 08:20,2022-03-07 09:20,0.00,1,3
850,4533545924,411,2362,2020-10-27 12:02,2020-10-27 01:02,95.00,2,3
851,7733817805,846,2363,2022-03-19 01:51,2022-03-18 15:51,66.00,1,11
852,6664305951,847,2364,2022-03-27 09:02,2022-03-27 07:02,97.00,3,11
853,8876784211,848,2365,2020-08-21 11:54,2020-08-20 17:54,70.00,1,8
854,4417756870,849,2366,2020-09-24 10:16,2020-09-23 14:16,97.00,3,8
855,1084511996,850,2367,2021-06-04 11:55,2021-06-03 23:55,85.00,1,10
856,2165243566,851,1407,2020-02-28 08:18,2020-02-27 16:18,56.00,1,10
857,3371056929,852,2368,2020-09-04 14:37,2020-09-03 23:37,0.00,3,7
858,6115332814,853,2369,2022-02-12 04:23,2022-02-11 20:23,63.00,1,7
859,7952299088,854,2370,2021-04-11 17:05,2021-04-11 04:05,38.00,1,5
860,1071816103,855,2371,2020-05-17 16:11,2020-05-16 20:11,67.00,2,5
861,4541033308,856,2372,2022-03-23 16:38,2022-03-22 20:38,69.00,2,5
862,4719556930,857,2373,2022-03-29 23:48,2022-03-29 04:48,57.00,2,21
863,8879015411,858,2374,2020-11-11 10:53,2020-11-11 00:53,32.00,2,21
864,6349274125,859,2375,2020-06-21 18:43,2020-06-21 13:43,22.00,3,14
865,1627846296,860,2376,2020-08-06 19:28,2020-08-06 18:28,82.00,3,20
866,5117550028,861,2377,2020-10-28 20:03,2020-10-27 23:03,7.00,1,18
867,5983377960,862,1414,2020-06-28 03:49,2020-06-27 12:49,36.00,1,18
868,9439671434,863,2378,2022-01-18 03:28,2022-01-17 23:28,71.00,3,6
869,7518130643,864,2379,2020-04-01 07:28,2020-03-31 08:28,49.00,2,18
870,4200690754,865,2380,2020-01-11 11:11,2020-01-11 10:11,86.00,1,8
871,8566508361,866,2381,2020-07-11 09:08,2020-07-11 06:08,19.00,3,5
872,9308284135,867,2382,2022-04-27 06:53,2022-04-26 12:53,75.00,2,5
873,6524908897,868,2383,2022-01-31 22:57,2022-01-31 04:57,64.00,3,1
874,2396790821,869,2384,2021-07-04 15:13,2021-07-03 21:13,13.00,1,4
875,7237949695,870,2385,2021-01-22 14:15,2021-01-21 18:15,53.00,2,10
876,7887331430,871,2386,2021-12-21 12:03,2021-12-21 00:03,81.00,3,10
877,5602266544,872,2387,2021-12-09 08:29,2021-12-09 00:29,39.00,1,14
878,1523903708,873,2388,2021-10-31 05:04,2021-10-30 11:04,45.00,1,5
879,9552876083,874,2389,2021-07-30 11:46,2021-07-29 14:46,18.00,2,5
880,3138906174,875,2390,2020-12-16 00:14,2020-12-15 15:14,50.00,3,22
881,4238830497,876,2391,2022-01-31 21:08,2022-01-30 23:08,48.00,2,22
882,1577694853,877,2392,2020-08-08 05:34,2020-08-07 13:34,48.00,1,3
883,7087046676,878,2393,2020-11-29 20:01,2020-11-29 11:01,72.00,2,3
884,3362076935,879,2394,2021-05-30 16:15,2021-05-29 21:15,18.00,1,21
885,4064807301,880,2395,2021-12-05 09:56,2021-12-05 03:56,83.00,2,22
886,7924574732,881,2396,2020-11-20 21:40,2020-11-20 04:40,53.00,2,22
887,1636589627,882,2397,2020-10-03 06:15,2020-10-02 12:15,23.00,1,2
888,1141199214,883,2398,2021-08-31 07:21,2021-08-30 20:21,54.00,2,3
889,2530122336,884,2399,2021-12-21 18:29,2021-12-21 13:29,23.00,1,4
890,3634812844,885,2400,2020-01-30 09:24,2020-01-29 13:24,73.00,1,6
891,8579363693,886,2109,2021-09-27 00:02,2021-09-26 16:02,3.00,2,6
892,3147660788,887,2401,2020-08-24 14:21,2020-08-23 23:21,5.00,3,14
893,2301315166,888,2402,2022-04-05 05:04,2022-04-04 14:04,74.00,1,14
894,8394332816,889,2403,2020-10-26 09:43,2020-10-25 21:43,86.00,2,11
895,7635441379,890,2404,2021-05-22 08:57,2021-05-21 11:57,84.00,3,11
896,9628111799,891,2405,2021-08-10 23:25,2021-08-10 06:25,4.00,1,12
897,5659992374,892,2406,2020-01-18 06:32,2020-01-17 18:32,78.00,1,14
898,4403321314,893,2407,2020-11-22 03:59,2020-11-21 07:59,8.00,3,14
899,5975593640,894,2408,2020-10-13 20:27,2020-10-13 14:27,83.00,1,22
900,1820271333,895,2409,2020-01-04 05:33,2020-01-03 19:33,95.00,3,22
901,8517411049,896,2410,2021-06-16 20:27,2021-06-16 02:27,94.00,3,9
902,9913070132,897,2411,2022-05-17 10:32,2022-05-17 09:32,18.00,2,9
903,8609181017,898,2412,2021-08-04 07:37,2021-08-04 02:37,25.00,3,3
904,3657205466,899,2413,2021-06-30 16:33,2021-06-29 21:33,83.00,1,18
905,3148228365,900,2414,2021-09-22 16:21,2021-09-22 03:21,7.00,1,18
906,7108351952,901,2415,2022-03-23 00:29,2022-03-22 19:29,39.00,3,22
907,4787745666,902,2416,2020-08-24 17:20,2020-08-23 22:20,24.00,3,22
908,6369404191,903,2417,2021-05-21 20:48,2021-05-20 21:48,55.00,1,3
909,9202366958,904,2418,2021-12-10 00:49,2021-12-09 06:49,91.00,2,3
910,1193854659,905,2419,2021-09-06 22:07,2021-09-06 21:07,63.00,2,7
911,1679656493,906,2420,2020-07-31 11:46,2020-07-30 21:46,57.00,3,18
912,3338183245,907,2421,2020-05-15 02:05,2020-05-14 22:05,18.00,2,3
913,9134783719,908,2422,2020-06-03 12:13,2020-06-02 23:13,81.00,3,3
914,8677041120,909,2423,2020-11-05 11:49,2020-11-04 14:49,94.00,1,17
915,6761331214,910,2424,2021-07-15 21:26,2021-07-15 13:26,31.00,2,6
916,1057443324,911,2425,2020-06-18 00:48,2020-06-17 00:48,71.00,3,6
917,5211171486,912,2426,2020-09-05 16:43,2020-09-05 08:43,70.00,3,21
918,5616375205,913,2427,2020-12-27 20:14,2020-12-27 17:14,93.00,3,7
919,9734936617,914,2428,2021-03-17 04:03,2021-03-16 17:03,21.00,2,1
920,1277113855,915,2429,2021-02-14 17:56,2021-02-14 08:56,3.00,2,1
921,8013860491,916,2430,2020-10-07 05:41,2020-10-06 15:41,74.00,1,13
922,2811557879,648,2431,2020-12-18 08:42,2020-12-17 16:42,48.00,2,15
923,3813199094,917,2432,2020-12-14 10:42,2020-12-13 17:42,31.00,3,20
924,1512960282,918,1106,2021-12-11 02:59,2021-12-10 02:59,58.00,1,1
925,5977898425,919,2433,2020-12-29 09:01,2020-12-28 14:01,91.00,2,1
926,1424236139,920,2434,2022-03-29 16:54,2022-03-29 09:54,95.00,1,8
927,8386799916,921,2435,2022-03-15 10:48,2022-03-14 12:48,83.00,3,18
928,2949472375,922,2436,2021-06-26 15:30,2021-06-25 20:30,20.00,1,19
929,3814009603,923,2437,2022-04-01 12:52,2022-04-01 09:52,60.00,3,8
930,1134863739,924,2438,2020-04-25 15:10,2020-04-25 00:10,56.00,3,5
931,1741152276,925,2439,2022-01-06 12:12,2022-01-05 12:12,37.00,3,5
932,7746760917,926,2440,2022-05-06 07:16,2022-05-05 18:16,54.00,2,21
933,2179402347,927,2441,2022-04-17 14:11,2022-04-17 00:11,86.00,2,13
934,6843585007,928,2442,2021-07-16 21:27,2021-07-16 10:27,13.00,3,13
935,9020309270,929,2443,2021-07-10 17:55,2021-07-10 07:55,20.00,3,8
936,6457445929,930,2444,2021-11-11 07:12,2021-11-10 17:12,46.00,1,8
937,8565110178,931,2445,2022-03-05 00:16,2022-03-04 22:16,8.00,3,12
938,3951383349,932,2446,2022-02-25 18:20,2022-02-24 18:20,74.00,2,12
939,1328927574,933,2447,2022-05-05 08:51,2022-05-05 06:51,93.00,1,14
940,6128558656,934,2448,2020-06-20 01:27,2020-06-19 08:27,78.00,2,22
941,4153357792,935,2449,2020-05-13 06:11,2020-05-13 00:11,91.00,1,22
942,2233015753,936,2450,2020-04-24 11:54,2020-04-24 03:54,99.00,2,9
943,9322892803,937,2451,2020-03-11 22:02,2020-03-11 09:02,55.00,3,9
944,1262012361,938,2452,2020-09-15 20:51,2020-09-15 05:51,28.00,3,7
945,6265394028,939,2453,2021-05-30 19:43,2021-05-30 02:43,28.00,1,6
946,9906348872,940,2454,2020-07-29 07:49,2020-07-28 07:49,27.00,3,12
947,1054561670,941,2455,2021-08-30 09:40,2021-08-29 17:40,10.00,1,12
948,9915959493,942,2456,2020-01-26 05:14,2020-01-25 18:14,1.00,2,6
949,3364224752,943,802,2020-06-21 13:25,2020-06-21 10:25,63.00,1,6
950,7233195066,944,2457,2020-01-11 09:13,2020-01-11 05:13,5.00,2,9
951,9508539704,945,2458,2020-05-08 13:57,2020-05-07 20:57,30.00,3,9
952,9385342244,946,2459,2020-08-18 16:38,2020-08-17 18:38,93.00,3,22
953,4773905506,947,2460,2022-05-01 09:13,2022-04-30 12:13,25.00,1,22
954,3097706622,948,2461,2021-09-05 05:30,2021-09-04 23:30,78.00,3,22
955,6557410059,949,2462,2020-06-10 10:16,2020-06-10 07:16,34.00,1,22
956,7922130040,950,2463,2022-02-04 19:47,2022-02-03 20:47,98.00,3,17
957,3878161040,951,2464,2020-09-06 18:32,2020-09-05 21:32,40.00,2,17
958,3674501423,952,2465,2021-11-27 15:58,2021-11-26 18:58,60.00,3,18
959,4208992088,953,2466,2021-06-12 09:29,2021-06-12 00:29,76.00,3,18
960,2083206117,954,2467,2022-02-11 20:48,2022-02-11 06:48,31.00,3,3
961,8203000586,955,2468,2022-05-04 18:16,2022-05-03 21:16,75.00,1,12
962,9966208176,956,2469,2020-08-22 19:54,2020-08-21 19:54,51.00,2,12
963,6875395715,957,2470,2022-04-27 09:54,2022-04-27 01:54,69.00,3,5
964,5750584659,958,2471,2022-03-07 08:21,2022-03-06 23:21,63.00,3,5
965,8492961913,959,2472,2021-04-20 02:15,2021-04-19 02:15,38.00,1,3
966,4015908860,960,2473,2021-01-05 05:25,2021-01-04 09:25,94.00,2,8
967,3369899615,961,2474,2020-10-19 00:34,2020-10-18 16:34,29.00,1,8
968,7936248593,962,2475,2022-01-29 13:06,2022-01-28 17:06,50.00,2,10
969,2798377307,436,2476,2020-01-12 17:19,2020-01-12 13:19,90.00,1,21
970,3286001356,963,2477,2020-04-28 21:19,2020-04-28 12:19,53.00,1,16
971,1101306637,964,2478,2020-01-14 12:04,2020-01-14 05:04,88.00,2,16
972,1027938007,965,2479,2020-08-19 19:52,2020-08-19 15:52,51.00,2,22
973,7634559405,966,2480,2021-06-25 22:51,2021-06-25 18:51,55.00,1,22
974,6692539139,967,2481,2021-11-30 15:56,2021-11-30 10:56,0.00,2,2
975,7499215289,968,2482,2022-04-12 20:33,2022-04-12 02:33,58.00,3,2
976,6799523977,969,2483,2021-08-07 04:21,2021-08-06 15:21,69.00,2,16
977,7339593727,970,2484,2020-08-14 08:09,2020-08-13 12:09,53.00,3,16
978,9714575433,971,2485,2021-05-19 17:49,2021-05-19 02:49,31.00,2,15
979,7199964000,972,2486,2020-04-09 21:21,2020-04-09 09:21,35.00,2,8
980,8156702771,973,2487,2021-02-07 12:47,2021-02-07 01:47,21.00,1,8
981,9493255146,974,2488,2021-07-17 14:21,2021-07-16 21:21,70.00,3,16
982,4507678985,975,2489,2020-05-19 13:46,2020-05-19 01:46,62.00,2,16
983,1321843854,976,2490,2021-09-06 01:39,2021-09-05 08:39,25.00,3,5
984,7710365332,977,2491,2020-04-09 16:01,2020-04-09 01:01,95.00,3,5
985,5832490494,978,2492,2020-02-08 10:14,2020-02-07 17:14,47.00,3,7
986,2280248970,979,2493,2021-07-19 08:24,2021-07-18 23:24,97.00,2,1
987,2773058445,980,2494,2021-12-13 13:25,2021-12-12 16:25,54.00,1,10
988,4783249069,981,2495,2021-09-01 22:17,2021-09-01 19:17,26.00,2,10
989,3424534640,982,2496,2022-04-24 14:21,2022-04-24 11:21,3.00,3,9
990,5590707752,983,2497,2021-01-28 11:08,2021-01-28 06:08,40.00,3,9
991,4825754158,984,2498,2020-12-21 01:59,2020-12-20 20:59,53.00,3,14
992,9022788405,985,2499,2022-03-13 06:31,2022-03-12 16:31,15.00,3,14
993,4725577560,986,2237,2021-06-21 00:58,2021-06-20 08:58,96.00,3,5
994,6169426503,987,2500,2020-12-22 14:55,2020-12-22 13:55,31.00,1,3
